"yearend","entityid","entityname","bundleguid","filename","lastmodified","cwguid","clp code","field name","field value"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","JaisgX8pNY6A745hfkO2KI","CLP158","Random",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","OSuJ+sCfIo0JZ2DqIcTZCA","CLP163","Compute bi-monthly balances from",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","ObZkfIXJqoxJVEsTNOfTeI","CLP164","Compute quarterly balances from",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","FU+pzXKMAUxDjFYF0qeCeL","CLP165","Compute thirdly balances from",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","OM4IFFrLwg5HOIMoMgPkKP","CLP166","Compute semi-annual balances from",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","HawzXiMUNg4N+CgBPEpg+B","CLP167","Compute yearly balances from",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","A3ik7oKk6c+MZfTrg5ZpGH","CLP172","Random Period 1 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","CG4rjmjmls+AZ0Ys3kUUOF","CLP173","Random Period 1 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","NLLP5J+IEA9Ldgp-K0LV2P","CLP174","Random Period 2 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","BNafo0thXgyJ1fYUVZxVyH","CLP175","Random Period 2 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","IFPb5uBq5U5Fb-14yeD4iM","CLP176","Random Period 3 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","H2Msok+s2Q4IbTrorawCON","CLP177","Random Period 3 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","JgAZMXDBAoyCgyFYIEO+CG","CLP178","Random Period 4 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","EI4gtBxK1g4NKcw8sKL6CM","CLP179","Random Period 4 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","LsPlRJIwl86BrnyX+i3lyH","CLP180","Random Period 5 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","A7X+Mn+qmo-EpsP8r08FWC","CLP181","Random Period 5 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","MAXPXm1bIkyLfjEXgi+hiP","CLP182","Random Period 6 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","PARH+izptswEdLhMjwswOO","CLP183","Random Period 6 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","Bqi0vFCdXU6IuLnBjle5GJ","CLP184","Random Period 7 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","HUbWOWbAM85C58JZ50LBaL","CLP185","Random Period 7 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","IdwbtsmVbE5BbTNpH44fGF","CLP186","Random Period 8 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","P4iuZ+f7s85FqzFYbP412K","CLP187","Random Period 8 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","BTrBDJpZEQ3LZjS6KOSb6A","CLP188","Random Period 9 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","H9O2CW94K00FhatWspsbSM","CLP189","Random Period 9 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","HOF8q65ooozPqI3UR4iJ+F","CLP190","Random Period 10 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","LgbnjiAL2w6KpJRhX+NyiG","CLP191","Random Period 10 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","EpC4s-Tf4M6AazThJxuf2G","CLP192","Random Period 11 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","DCyqrPe9C8-JV1Ye-mcZ+B","CLP193","Random Period 11 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","HEFAm5kmYg2CX9rmVM98WF","CLP194","Random Period 12 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","GLsAeaHFVk2EpnDPENesWL","CLP195","Random Period 12 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","NVFnlLjULQ3P9P6eeFvi2A","CLP196","Random Period 13 - Beginning","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","AsMhqaR3bE9K2YAxRox4iI","CLP197","Random Period 13 - Ending","0"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","P7u1horgjU2JjIRsYJ7tKI","CLP198","Allow transaction entry in Other Entries screen",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","FHtHYdeNOw4E3Atv0ZShiG","CLP199","Period Date Sequence for Other Entries Screen","Y"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","EOEqpTZAEg7EuG9IbBkwOG","CLP200","Current Active Period for Other Entries Screen","1"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","BahDaxqRkk4BVYEO1swQqF","CLP230","Display and enter period balances as year-to-date balances",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","DxTUWLreOI6NfmWZvSX3iM","CLP253","E.I.N./B.N.",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","NxSx0AWOKw7JUPZcwJvjiF","CLP256","Client","ABC BEE Company"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","EKhxEp8uD0zFt+5OuAHeqG","CLP259","Engagement",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","EH8iGMjqCg7Bu8LuvCSm2B","CLP271","Contact 1 - Mobile Phone #",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","Og6MQDv62A6FLY1SZKRLaL","CLP272","Contact 1 - Home Phone #",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","GXbic4E8-Y9M5Y4olOw8iK","CLP273","Contact 2 - Mobile Phone #",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","C9la6vVuBw8LPpl48jnwaD","CLP274","Contact 2 - Home Phone #",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","FTH5o4gqiIyB6s9iG6s8uP","CLP290","Prior 1 Year Begin Date","43040"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","Lb0S2w2mm87IBb6Q9XRXeM","CLP291","Prior 1 Year End Date","43404"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","OHsQb0wwxk-OA8zDIQnwaJ","CLP292","Prior 2 Year Begin Date","42675"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","PLHFV5esW4+LHYunDpo+iA","CLP293","Prior 2 Year End Date","43039"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","CzRB34PEjk-PIovelFQWKC","CLP294","Prior 3 Year Begin Date","42309"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","OqXk2eyNuQzMU6oo+N56OA","CLP295","Prior 3 Year End Date","42674"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","Jsp-PRO5XIyLoDQ5pP03qL","CLP296","Prior 4 Year Begin Date","41944"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","NNPg26HlTU0NTe8fgL5Q+J","CLP297","Prior 4 Year End Date","42308"
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","BllhRu+LYM7J+-ebtpnsaA","CLP416","Contact 1 - Middle Name",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","DOe9lxpu08yBC38jdJ6LaI","CLP417","Contact 2 - Middle Name",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","OK-jdpMAYw-Nd2-5hoUjCG","CLP441","Address 3 (blank)",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","Ot+8nB2+mAwLo+iyK0kWKH","CLP443","Contact 1 - Initials",""
"2019","11","ABC_BEE_Company","11694b23-0caa-4754-b348-29615c116874","ABC Company.ac","2020-07-30","NZuJi+XibM9O8g1hKlhqSD","CLP444","Contact 2 - Initials",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","Ijt5Ur2zq0zKythUrQ2A6A","CLP2","Operating Name","PARENT"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","DIHyq8PpAkwPT8WEtrpKKO","CLP3","Address",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","CGUdULUiAAzKpI2anoRMyF","CLP4","Address 2 (blank)",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","DFQmACtTWQ3BRznJ1mP+eM","CLP5","City",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","BK+VAfnTD0zKmWnpCwYOKA","CLP6","Prov/State",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","PUNHKvxlmA1F+DoXi+d52C","CLP7","Postal/Zip Code",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","NbQGepbwA47OuhFmhlgdiH","CLP13","Year End Date","43769"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","CQTM8aL89swGl9216fFaeA","CLP14","Contact 1 - Email Address",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","BnpWW3xNOAyG83xMRcxfGA","CLP15","Contact 1 - Title",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","EeMKhC9Z2YxB16C-tcQSyP","CLP16","Home Page",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","PvapsqGSuA6BNeJPUkxceE","CLP17","Current Period Date Sequence","Y"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","FfNkYT0r1o4BED+InjQiuL","CLP18","Contact 1 - Bus Phone #",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","LKcYmcpR449OU1aIZjnkKF","CLP19","Contact 1 - Bus Fax #",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","AZTPVYq3tU-Na4IStW+7yH","CLP20","Contact 1 - First Name",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","JKqoXg3CKY9D5LJgWW81qH","CLP21","Contact 1 - Last Name",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","BzZIlSKSmk8MHNgzDrCx+P","CLP22","Current Active Period","1"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","B66QzhOdD4-DGCgO5vskuM","CLP23","S.I.C.",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","N1pVJEC7jQ1Lc7UXvqAXWH","CLP24","A.I.C.",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","LJeGLQOsOo9NusmykzxEeM","CLP25","Contact 1 - Designation",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","EFrDFja12c7KczoMwMuRuO","CLP28","Tax Jurisdiction","USA"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","Dv60eQlLrs4OTZA+QwMJSD","CLP29","Contact 1 - Position",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","FLBz3dm63A0C47atDTIJiP","CLP62","Year Begin Date","43405"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","N6076iTc-U-OWDqnXVDtCH","CLP96","Tax Vendor","2"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","A0fwojkV181JL++HftDzOP","CLP97","Tax Entity","C"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","Ahf5tjgCvk3HvZykfR0d2O","CLP98","Contact 2 - Title",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","EoEgjoyi7I9Jdjv44uGHKN","CLP99","Contact 2 - First Name",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","AOIU+vxig0wCXtaMPdKTeG","CLP100","Contact 2 - Last Name",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","FuGEdwx5LA7N7cDYoxnZaM","CLP101","Contact 2 - Designation",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","CVLTRainlkzKEmcyAdCb2F","CLP102","Contact 2 - Position",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","Ch1T0s1z745NLb1NRsjaSC","CLP103","Contact 2 - Bus Phone #",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","CqY5XlVLzMxMFCE4W+0DKJ","CLP104","Contact 2 - Bus Fax #",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","Jd7OuC13qA1GM8rRtfvwCC","CLP105","Contact 2 - Email Address",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","KYZCLZkp1c1BsyFOpiDS2O","CLP106","Phone #",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","AUOPIIgJE8yKpNjWnOheGL","CLP107","Fax #",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","Er+5wqGuWE6FvQrHm7ovGL","CLP125","Engagement Type",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","JNtbFd3xvY7DY-FNapTSyE","CLP145","Client #",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","C6c1N4kbSgwMC3FztDX1SL","CLP149","Country",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","Jx39ueIjQ85GLkmwW+DsSN","CLP151","13 Periods",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","OiV7iqpL+gyKTxjBaVHP2B","CLP152","Monthly",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","ISj1lqToXszHx1xhO0j7yP","CLP153","Bi-Monthly",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","EymPjp9AUU8HxZecEPALyL","CLP154","Quarterly",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","FpLTQoriD45BhV8AtH1O+M","CLP155","Thirdly",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","NIXHmThFCc-I3-PCt4c5GA","CLP156","Semi-Annual",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","PfNdxu8h8owDVIHa2W4Z+J","CLP157","Yearly","X"
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","JaisgX8pNY6A745hfkO2KI","CLP158","Random",""
"2019","1","Avocado","b2f35e58-b58b-4dd1-ab3e-c51d7c3da652","Comma,infile.ac","2020-08-06","OSuJ+sCfIo0JZ2DqIcTZCA","CLP163","Compute bi-monthly balances from",""
