"yearend","entityid","entityname","bundleguid","filename","lastmodified","owner_","group_","form","id","ovr","type","data","cwguid","cwdate","createdon"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","ALFOLIOGPATH","Y","C","","BCmETADX-A8FHewpBEQu+I","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AO100010_052","Y","C","Accuracy / Valuation","Iu3XXCoIscwD85GlwIRoyM","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AO100010_053","Y","C","AV","BXtXChvxwE3G3ScJN4XqOC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AO100010_062","Y","C","Presentation","LjSdYzu0KEyP5MkUwY3uGI","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AO100010_063","Y","C","PD","AoZXnRXNxU5HDt9st1lYKN","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AO100070_020","Y","C","","H5wNhKu7Fg6LETPDanXQyD","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100010_000","Y","C","P1.0","A3aNBShOgo8KhnJXsiYC2K","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100020_020","Y","C","FINANCIAL STATEMENT ASSERTIONS","JaTTfiosIMyN1wJO6h6f2L","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100020_030","Y","C","AUDIT OBJECTIVES","OF3-xwYwxQxBJpmgjrINmL","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100020_040","Y","C","1.","BkVJGhyEmo1P-QAe37DjGK","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100030_020","Y","C","AUDIT OBJECTIVES","LVVnoRHs+c9DcalJzBcnWC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100030_030","Y","C","BASIC PROCEDURES","ODc0QrFUM02Mu2Np6jL8SB","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100030_040","Y","C","A.","GyiDpGxH9wxDDM7LgNv3CH","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100050_020","Y","C","CONCLUSION","GJXieRRWgk2AstiQnYuveJ","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100401_020","Y","C","BASIC PROCEDURES","LqonyI+aDUyERqAWTxaFyN","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100401_030","Y","C","CONCLUSION","Gw-NHCIGMo2COA7RW-mdCF","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100401_040","Y","C","1.|a.|1)","HmR5cif9eU1CaGQJKagRuJ","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AT100601_020","Y","C","Instructions","JSdGmHaGjEyC6JZMXGQMCG","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","AULOCKINT","Y","C","","MGhkWzLczo8Cg5idfmFxGA","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASOBJCW0002_C","Y","C","","BkAMWhiWKo5BX-J6AviUiE","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASOBJCW0003_C","Y","C","","JfL-wxrBWk4DZVYe3+Pj2M","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASOBJCW0004_C","Y","C","","NrlKrC6ZbEzK3RC4Zeb0GC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASOBJCW0005_C","Y","C","","JnXRet3B2Y6G0XNYOCLs2I","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASOBJCW0006_C","Y","C","","D5AvX6tg4c3M0tZf0Gss6L","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0005_AV","Y","C","","OlOdAsXOIU-Dlqxhk6DhuH","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0005_AW","Y","C","","CneVhu3bpQzBik8lEKWt2N","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0005_AX","Y","C","","NcxBtZcPJUxDFTuOfmLgmI","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0005_AY","Y","C","","Dz+Ufq77jY7BjqEpTeoauL","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0005_AZ","Y","C","","ALRve-WWA4yDLlcPekT-+F","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0005_J","Y","C","","FF0Z2dux1wzLNfZdxbDHOC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0006_AV","Y","C","","BwP4pty9fs6JpN+WrQOiiK","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0007_AV","Y","C","","PphgQyo8UUwPwcKR1631uL","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0007_AW","Y","C","","FSGCvpTFq0wCbGaOwq6tGD","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0007_AX","Y","C","","C+ipoG0oFU2AhHWj837iqH","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0007_AY","Y","C","","CKzLKnnAmM6AVfZoZzKcGA","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0007_AZ","Y","C","","C-98ZFx16wyAKHKSfpJVOC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0007_J","Y","C","","LpPkGLjIBs6DkOESNUaPyG","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0008_AV","Y","C","","JGmqQd2hp02Ezp8V+NpSOP","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0008_AW","Y","C","","IeljuKY0c48Oav34hQqfCM","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0008_AX","Y","C","","LMJ0nwjYqQ8LnV-59YzLaN","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0008_AY","Y","C","","IVCPsln+c85CJ-mBFw0OyC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0008_AZ","Y","C","","LRBOWemgaY8LtePvfjagGM","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0008_J","Y","C","","PJkGQFO3KgzMnSNoqXt-2M","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0009_AV","Y","C","","C5YRq+dgoU9Mbng30617aN","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0009_AW","Y","C","","GXR-iVmLwE7JUg6s8FgFuP","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0009_AX","Y","C","","JGbeoQ5awE8DxBy+ADJPCH","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0009_AY","Y","C","","D2qv+vxR6I-GkVSkRQayKG","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0009_AZ","Y","C","","JJAO1hs3SY7L76oTaxe0yH","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0009_J","Y","C","","PhrjAC9Cws5J6d81KB4KuI","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0010_AV","Y","C","","HlUSfpj7So9LwLL6EC1j+K","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0010_AW","Y","C","","ISx6dEb+ds0M5tA5EQpICF","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0010_AX","Y","C","","I8-fCP34Ik2Daeaov2q56G","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0010_AY","Y","C","","NWVxkKiPigyDNgA7ZbhHKJ","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0010_AZ","Y","C","","JtmOk1TEys9N2fSlXZA5KB","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0010_J","Y","C","","MjImmN+cxg+BlfT5WMyKeN","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0011_AV","Y","C","","N0ghbEee3g3HbbF1SCspeO","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0011_AW","Y","C","","A3tA1018qM4PjWlmZxep6M","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0011_AX","Y","C","","GMvidF0yaM2OSuxis8V8SD","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0011_AY","Y","C","","KHg-tIT-GM3DWVwVtb0y6J","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0011_AZ","Y","C","","KAE6pEeuio5MRxeKtRGNmC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0011_J","Y","C","","CfNzOr48cU6BDzsMMiqUeJ","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0012_AV","Y","C","","IsALEbNFvk5IBmfjViEeSP","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0012_AW","Y","C","","P92Qf47wYI4Fk07sw5YGqD","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0012_AX","Y","C","","GcqMsPUW4M+Gpq9mj-adWF","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0012_AY","Y","C","","NgvA8+uevs5I9nxYHkI-6J","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0012_AZ","Y","C","","KfHeFDLpZMzIUqZktZn92D","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0012_J","Y","C","","Dmy7RD0sbQ9DTh2dffckaF","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0013_AV","Y","C","","HrPzIS81GMxO9MU42kcCuA","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0013_AW","Y","C","","MuI3D60Lb0wJDnFWzPFoeN","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0013_AX","Y","C","","M1ZaqaUYD07JveSNx7CIGE","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0013_AY","Y","C","","Pdh+nz-JrMxBbs6FvxtImI","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0013_AZ","Y","C","","Bk1uGi3HZE8KdDRUKabAuG","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0013_J","Y","C","","KT5xBCP5M02D+5DSYeWdaD","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0014_AV","Y","C","","OI5K9Gn-5kxFZXBhEjgoWI","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0014_AW","Y","C","","AaxkYHriqE8M5+EtqR48eM","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0014_AX","Y","C","","FQF4GlEUp86M5vsmDQEP6F","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0014_AY","Y","C","","Nb0f9lT7E01KAn1EEYEaqK","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0014_AZ","Y","C","","KIIOqJ8s8I6F3bAEVfKkCC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0014_J","Y","C","","DPETngw4q0wOPiVDMPLweK","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0015_AV","Y","C","","J29whK9EJ46D-D5wkGMtCF","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0015_AW","Y","C","","EPhqRRoZN0-By2jEYsDA+P","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0015_AX","Y","C","","Eh5EAe7gXM-JTwWfsh3zON","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0015_AY","Y","C","","FjE8TDbvIoxK6eMZwbokKC","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0015_AZ","Y","C","","Fr8b7wcuokxOB2L5iW0u6M","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0015_J","Y","C","","C+LljkR8jI1OZYCyclu3+P","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0016_AV","Y","C","","N3IZMG7WEA9PkyCytckuiM","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0016_AW","Y","C","","AwM+nd5azcxH9joC80KveF","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0016_AX","Y","C","","Di71WAQhkwyAAmTPNyftCB","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0016_AY","Y","C","","C+WHmMiRgI8BkwxgC-+fqJ","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0016_AZ","Y","C","","BUWUCbR+VYzB8DN7zHmCiL","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0016_J","Y","C","","LOTWiu4ScI-PsB9fVuJ22E","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0017_AV","Y","C","","L1t98WdZc44H3oSWHJf4+K","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0017_AW","Y","C","","J9QJt2nh7w4NAoasdFMbqJ","20191205051732","20191205051732"
"2019","1","Avant_Garde_Appraisal_Group","e9448427-4cb9-479e-b257-a448286aa6c5","client_cv.ac","2020-02-22","","","","CASPRCCW0017_AX","Y","C","","I7zCwTKZ102CF5JglpfzWL","20191205051732","20191205051732"
